Gene_id	Description	T5min_1	T5min_2	T5min_3	T15min_1	T15min_2	T15min_3	T4h_1	T4h_2	T4h_3	T8h_1	T8h_2	T8h_3	T12h_1	T12h_2	T12h_3	T24h_1	T24h_2	T24h_3	T48h_1	T48h_2	T48h_3	T72h_1	T72h_2	T72h_3	T120h_1	T120h_2	T120h_3	T221h_1	T221h_2	T221h_3	T288h_1	T288h_2	T288h_3	T290h_1	T290h_2	T290h_3	T292h_1	T292h_2	T292h_3	T294h_1	T294h_2	T294h_3	T296h_1	T296h_2	T296h_3	T296h_1prim	T296h_2prim	T296h_3prim
CEG35175	copia_proteinlike	36	57	46	44	53	80	4	2	8	0	5	0	3	0	1	0	0	2	3	5	0	1	0	0	50	6	30	243	60	418	714	982	302	249	253	154	147	114	66	129	167	108	49	184	161	260	235	231
CEG35176	retrovirus-related_pol_polyprotein_from_transposon_tnt_1-94	35	50	41	21	51	38	6	7	8	0	12	2	2	3	0	0	0	7	7	6	0	3	0	1	50	6	23	203	74	382	670	941	293	244	370	132	166	95	59	148	116	81	58	148	163	211	194	222
CEG35177	hypothetical_protein	94	99	83	102	133	126	3	0	9	0	3	2	0	3	0	0	0	1	1	3	0	0	1	4	4	1	2	20	20	27	25	56	41	34	72	34	22	20	7	12	9	23	10	39	28	37	34	55
CEG35178	hypothetical_protein	462	394	487	560	706	503	3	21	24	4	7	7	0	3	0	3	0	0	8	10	5	4	4	1	25	6	29	103	62	122	213	280	121	139	284	299	193	136	186	195	150	266	1096	1630	241	1712	1274	1636
CEG35179	Aspartic_peptidase_domain	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
CEG35180	retrotransposon_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CEG35181	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35182	hypothetical_protein	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	4	1	1	0	4	0	0	0	0	0	0	0	0	0
CEG35183	hypothetical_protein	44	37	69	35	51	37	2	2	2	2	12	7	3	0	0	5	3	2	4	2	0	0	3	0	11	17	22	243	66	238	394	356	227	156	329	320	166	174	176	197	170	269	143	151	179	146	171	305
CEG35184	FAM173_family	206	183	196	131	158	148	2	0	19	0	14	8	8	6	11	3	0	4	8	18	14	28	17	37	75	50	68	933	245	720	1118	1186	617	725	1054	1295	914	845	1002	782	872	1385	776	676	456	663	726	753
CEG35185	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35186	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35187	18s_rrna_biogenesis_protein_rcl1	255	358	473	277	403	521	12	37	38	10	13	9	0	2	13	4	1	15	13	10	11	3	8	21	27	39	40	235	49	250	335	391	260	219	241	380	275	175	231	365	206	465	319	491	316	535	586	500
CEG35188	IPT_domain	2519	6293	3277	2151	2929	2956	43	37	64	13	59	34	29	16	44	32	6	34	36	65	16	16	19	66	150	80	142	970	183	1069	1941	2520	1526	1284	2757	2839	1864	1371	1741	1304	1142	1713	1333	2245	1233	2764	3369	5210
CEG35189	transcription_elongation_factor_spt6	1738	1966	2678	1838	2519	2750	17	52	104	14	52	88	30	36	33	58	18	34	38	84	31	26	28	64	199	124	187	1033	248	1198	1885	2382	1212	1113	2128	2153	1467	1259	1667	1447	1297	2158	3723	6362	1447	7201	6317	5626
CEG35190	hypothetical_protein	42	37	35	45	50	31	0	1	3	2	5	0	0	0	0	0	1	0	1	2	0	1	0	4	6	4	6	70	9	67	88	91	51	53	96	125	83	77	75	41	75	110	94	113	68	117	126	186
CEG35191	Teneurin-1_and_related_extracellular_matrix_proteins,_contain_EGF-like_repeats	5290	4639	8146	5104	7751	7899	2	8	5	3	2	0	1	7	0	0	0	0	6	0	0	0	0	0	5	0	7	691	148	978	1383	2106	892	2238	3470	4735	3932	3670	4935	2936	2304	3272	15264	25848	2798	34990	25868	21903
CEG35192	RAVE_(regulator_of_V-ATPase_assembly)_complex_subunit_RAV1/DMX_protein,_WD_repeat_superfamily	4847	9062	6422	4150	5599	6415	17	57	95	8	47	27	31	22	13	16	3	17	26	46	15	6	12	18	142	60	120	661	128	977	1496	1663	1054	925	1884	1938	1526	1087	1365	1126	783	1325	2566	5360	920	6833	5678	6974
CEG35193	dynein_intermediate_chain_2	2467	3024	3943	2339	3174	3658	32	22	49	10	30	38	13	11	25	14	2	15	20	46	3	12	13	26	104	58	85	778	160	1023	1459	1925	855	1000	1630	2094	1452	1266	1622	1525	977	1878	3920	6434	1422	8018	7353	6809
CEG35194	rme1-like_gtpase_atpase_without_a_c-terminal_eh_domain	1778	2022	2285	1790	1928	2091	0	23	15	12	23	7	12	11	7	5	12	15	15	29	2	9	8	25	67	40	49	485	120	446	728	930	505	575	759	986	710	706	780	865	642	1322	1385	1842	780	2373	2278	2307
CEG35195	Spindle_associated	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35196	hypothetical_protein	0	2	3	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35197	dna_excision_repair_protein_ercc-6	1684	1386	1787	2535	3211	2487	7	5	19	6	3	12	0	6	18	8	2	4	11	24	5	27	12	22	42	12	27	287	57	293	445	549	300	287	555	507	366	277	326	365	354	516	409	663	269	696	613	776
CEG35198	pre-mrna-splicing_factor_atp-dependent_rna_helicase_prp16	325	358	443	436	518	472	5	13	8	8	18	8	2	11	1	9	0	13	28	39	11	10	7	17	76	35	71	319	82	343	466	631	344	293	676	741	419	294	338	317	344	418	400	624	221	525	545	841
CEG35199	Laminin_B_type_IV	187	206	218	185	213	220	14	6	22	3	14	7	0	1	5	0	0	0	0	1	0	0	3	0	0	0	2	452	79	486	815	1199	499	706	824	1252	1625	1375	1621	1935	1289	2138	3047	4105	996	4075	4744	4018
CEG35200	Extracellular_protein_SEL-1_and_related_proteins	265	339	432	444	467	424	11	6	27	0	6	6	4	9	0	5	0	7	12	20	7	3	9	11	29	24	34	112	35	137	158	197	118	110	243	241	199	123	124	142	130	172	146	295	125	251	343	377
CEG35201	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CEG35202	10_kda_chaperonin	1657	1452	1194	1695	1407	1210	37	42	73	24	44	33	39	34	64	215	56	181	191	446	363	228	276	402	952	570	794	3055	629	1589	2084	3668	1708	956	906	808	2513	715	496	2305	1524	801	234	273	3596	59	138	633
CEG35203	guanine_deaminase	1540	1461	1149	1127	1097	1013	0	0	0	1	2	2	8	16	27	8	3	7	9	19	3	5	4	15	67	15	52	231	95	276	343	479	196	191	343	447	374	256	293	302	293	286	54	108	168	82	83	272
CEG35204	hypothetical_protein	0	2	0	0	6	0	15	29	32	60	101	86	50	76	102	18	11	22	0	10	0	2	0	0	0	0	0	0	0	0	3	6	2	50	1	37	9	23	30	145	97	267	23	32	25	4	5	6
CEG35205	hypothetical_protein	3	0	3	3	3	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	9	8	3	5	7	2	10	4	16	29	7	30	27	27	9	20	22	47
CEG35206	hypothetical_protein	0	0	3	4	4	1	166	254	439	1073	3153	2454	1514	1267	1629	1754	926	2193	211	409	88	17	8	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	1	0	0	15	0	3	0
CEG35207	hypothetical_protein_L915_20530,_partial	359	304	442	351	612	573	2	20	19	14	33	19	6	21	8	10	7	21	29	30	12	17	9	37	114	62	99	509	123	555	857	1097	651	485	995	919	852	583	706	809	634	1009	1087	1537	542	1534	1300	1560
CEG35208	hypothetical_protein	20	29	15	20	17	15	0	0	0	0	0	0	0	0	0	1	0	0	0	1	6	0	1	0	0	0	0	5	0	0	9	2	1	8	1	0	2	0	3	5	7	0	24	29	17	7	28	32
CEG35209	hypothetical_protein	31	25	29	22	38	36	2	13	9	12	17	16	23	16	29	17	10	4	8	25	0	11	5	9	7	9	14	40	20	45	42	46	31	37	44	54	48	16	14	57	62	50	195	207	73	88	93	169
CEG35210	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35211	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35212	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35213	hypothetical_protein	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	4	0	0	0	0	1	4	0	0	0	2	0	0	0
CEG35214	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35215	cytochrome_oxidase_subunit_i	817	4114	958	717	718	435	16	25	54	16	30	11	10	9	7	4	9	11	0	6	2	4	1	11	7	13	2	18	1	9	11	52	24	8	0	16	11	20	13	121	120	84	183	53	124	26	129	58
CEG35216	conserved_hypothetical_protein	491	456	765	867	1060	962	38	69	105	3	9	2	10	0	0	0	0	4	5	5	0	3	1	0	7	3	6	45	7	41	68	106	56	37	76	68	26	29	32	16	42	35	64	16	61	6	24	37
CEG35217	1acylsnglycerol3phosphate_acyltransferase	424	432	517	735	828	831	17	60	89	2	14	10	13	10	6	24	5	22	48	74	6	48	32	49	153	89	126	807	211	801	962	1199	661	669	1585	1201	675	506	565	361	525	746	213	151	350	108	117	236
CEG35218	hypothetical_protein	135	210	165	155	183	181	15	0	16	9	8	23	7	7	27	22	9	8	15	14	5	0	0	2	1	2	3	45	7	48	95	149	51	42	62	105	62	39	59	138	66	112	143	254	64	222	472	587
CEG35219	camk_protein_kinase	1247	1638	1918	1248	1684	1951	126	219	455	63	232	217	100	92	134	51	43	80	90	135	21	53	39	69	174	89	165	974	220	902	1370	1677	870	908	1800	1579	786	659	689	939	1013	1436	1917	2191	1119	3133	2579	2277
CEG35220	U1_snRNP-specific_protein_C	337	479	514	268	367	388	7	2	17	15	49	30	20	21	9	7	0	0	0	15	5	0	4	13	20	4	8	95	24	91	176	234	98	118	285	181	118	104	149	148	116	206	322	385	151	534	530	501
CEG35221	RNA_polymerase_II_transcription_factor_complex_subunit	453	459	450	593	635	598	33	43	49	11	19	28	12	6	17	3	2	10	29	40	22	10	10	25	72	49	64	330	121	452	575	813	383	476	563	798	502	589	613	479	527	809	404	497	223	574	546	679
CEG35222	small_gtp-binding_protein	6019	6265	9040	7153	8843	8997	45	111	195	41	50	69	40	14	50	59	31	111	316	300	90	110	111	180	850	284	623	3325	821	3147	3927	5565	2860	3805	5479	6016	4037	3995	3754	3392	3440	5317	3048	4117	2126	5151	5254	4634
CEG35223	pre-mrna-splicing_factor	558	548	484	704	775	577	5	17	34	24	54	46	23	7	41	10	5	11	68	47	30	30	25	30	101	53	74	528	95	515	826	1149	488	494	1053	873	786	570	600	519	591	840	622	872	392	789	843	1136
CEG35224	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35225	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CEG35226	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35227	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35228	hypothetical_protein	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35229	hypothetical_protein	38	38	28	21	29	24	2	2	1	4	4	0	4	4	12	2	0	3	13	17	8	26	39	37	358	132	235	3160	734	2641	2676	3901	2149	524	755	1088	532	608	675	854	881	1675	354	181	1201	123	145	105
CEG35230	hypothetical_protein	4	6	2	5	2	8	10	6	3	0	0	2	0	0	0	2	0	0	2	7	2	4	2	4	19	5	19	231	33	169	314	431	241	80	133	136	57	38	41	42	73	74	12	11	112	3	3	7
CEG35231	camkk_camkk-meta_protein_kinase	302	418	428	355	426	471	52	90	180	31	74	74	55	28	66	20	20	26	86	113	23	52	45	108	275	170	275	2194	375	2194	3651	4357	2357	2206	4127	4384	2511	2205	2552	3310	2689	4593	1128	985	1828	548	1089	1581
CEG35232	WD40/YVTN_repeat-like-containing_domain	99	137	99	140	113	96	1	4	10	3	2	5	2	2	2	4	0	2	11	32	9	12	19	26	62	42	65	842	252	746	1359	1695	843	1070	1526	1706	1439	1306	1376	1221	1225	1667	1809	2216	562	2168	2062	2631
CEG35233	sporangia_induced_dynein_regulatory_complex_protein	1871	1169	1053	1579	1392	1091	0	4	0	0	0	4	1	0	0	0	4	0	4	2	0	1	0	2	8	1	2	367	82	471	567	895	466	781	1506	1523	1128	1050	1093	784	875	1158	1750	3615	347	3207	2407	4966
CEG35234	presenilin-like_protein	417	323	306	402	413	344	0	0	3	0	7	0	9	3	2	1	0	0	3	12	4	2	0	0	4	5	4	682	164	915	1321	1459	546	1397	2371	3349	1848	1872	2138	1005	1208	1532	760	1417	222	1483	1177	2451
CEG35235	probable_not_transcription_complex_subunit_vip2-_like	634	722	879	960	1072	901	37	23	107	32	65	65	71	17	33	31	17	49	66	90	22	38	40	78	185	109	218	1323	492	1378	1734	2062	1144	1162	2000	1801	1251	1092	1172	1226	1092	1810	1021	1425	781	1185	1408	1825
CEG35236	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35237	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1
CEG35238	hypothetical_protein	3216	2964	4570	3677	5066	5196	2	10	5	0	5	0	1	0	3	0	7	2	0	2	2	0	0	0	0	0	0	1807	264	1563	4656	6289	2640	3639	9334	9294	8148	8912	10648	12010	9957	21091	20324	29391	9806	20822	28563	30588
CEG35239	hypothetical_protein	109	141	109	122	185	171	0	10	0	0	0	2	0	1	0	0	2	0	0	0	4	0	0	3	6	6	9	28	11	39	46	129	51	47	80	105	57	47	66	43	43	46	160	370	16	341	269	546
CEG35240	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35241	hypothetical_protein_PPTG_02661	807	898	1075	856	1265	1347	4	10	24	1	1	3	6	0	8	12	0	6	17	41	14	13	24	26	139	78	125	742	192	833	1094	1147	585	476	1111	1101	571	351	495	408	485	737	1006	1100	681	1317	1602	1470
CEG35242	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35243	Uncharacterized_conserved_protein_WDR8,_contains_WD_repeats	1582	1690	2112	1498	1826	2179	22	17	16	13	29	19	9	1	10	1	0	7	16	12	4	11	6	11	33	9	16	248	43	280	317	364	195	172	436	372	226	206	234	303	175	334	1411	1940	388	3026	2368	2016
CEG35244	voltage-gated_ion_channel_superfamily	1122	1430	1891	1260	1820	2006	16	10	27	5	31	37	15	16	13	16	16	12	12	17	9	4	4	16	45	21	38	242	80	278	401	489	236	228	573	522	298	259	260	271	192	437	1430	2252	403	3219	2173	2262
CEG35245	Vesicle_coat_complex_COPII,_subunit_SEC31	2077	2326	2922	1729	2375	2786	28	63	89	10	65	66	44	19	40	19	11	38	95	121	85	41	75	136	498	263	477	1805	331	2133	3429	5036	2722	2863	5642	5784	3398	3177	3290	2605	2363	3750	3002	4277	1680	5593	5822	4864
CEG35246	serine_protease_family	708	749	1215	940	1303	1597	16	39	70	27	47	77	30	25	37	29	19	26	34	24	6	13	15	3	37	29	55	199	50	230	278	367	163	182	434	301	247	216	203	313	276	374	506	746	257	824	854	555
CEG35247	reverse_transcriptase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
CEG35248	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
CEG35249	sss_sodium_solute_transporter_superfamily	84	99	89	119	190	176	7	2	0	0	10	0	14	13	9	29	4	18	102	136	61	67	67	84	94	52	50	127	60	193	488	417	71	140	222	173	165	95	170	141	315	237	89	69	284	42	78	147
CEG35250	Carbohydrate-binding_domain,_family_9	57	57	86	72	87	93	6	0	1	0	10	0	7	0	0	2	0	0	6	7	3	6	6	5	9	10	14	112	23	94	138	135	71	80	136	173	77	52	62	55	80	150	123	167	64	223	188	239
CEG35251	hypothetical_protein	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
CEG35252	cysteine_protease_family	104	87	130	92	121	140	0	1	9	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	6	16	24	3	7	13	14	11	16	10	13	11	31	158	655	17	267	231	2486
CEG35253	hypothetical_protein	8	5	13	7	12	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	15	3	5	21	22	24	10	6	16	5	9	8	8	6	19	17	7	14	12	14	20
CEG35254	si:ch73-protein	172	150	133	249	214	169	0	0	7	0	0	0	1	0	2	0	0	3	12	30	8	15	24	18	128	66	120	1561	441	1445	1665	2352	1174	1064	1645	2011	1053	868	1205	783	1067	1421	310	184	652	172	230	329
CEG35255	PWWP_domain	182	167	255	245	404	396	79	141	157	48	125	166	63	36	21	19	7	14	15	25	7	20	22	27	79	38	51	444	101	616	827	939	471	524	1061	1156	609	487	574	508	426	712	199	308	439	232	443	835
CEG35256	RxLR-like_protein	228	172	139	203	201	156	795	1372	2372	3170	9932	6200	2297	1928	2213	655	298	697	401	639	227	116	175	348	941	422	584	48	65	107	74	58	23	182	245	83	753	103	172	289	783	422	301	172	148	34	69	56
CEG35257	Phosphatidylinositol_transfer_protein_SEC14_and_related_proteins	3067	2715	4360	4073	5359	5220	14	42	39	5	30	28	20	9	11	8	3	4	7	13	0	2	1	0	5	3	17	118	30	58	144	359	188	274	348	455	459	558	639	1087	722	1243	4359	5734	824	5835	5147	4108
CEG35258	hypothetical_protein	355	363	688	448	543	663	0	0	1	0	17	12	5	7	11	9	0	12	14	1	9	5	3	5	15	4	17	371	101	386	84	76	84	156	601	314	712	906	1136	2142	1830	4373	1835	2054	1602	1623	2045	1772
CEG35259	hypothetical_protein	66	90	58	62	63	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	4	3	19	9	13	24	53	14	91	75	86
CEG35260	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35261	dihydroorotate_dehydrogenase	1835	2398	2632	1623	2303	2399	92	27	57	22	68	38	15	26	44	34	20	24	42	41	19	21	31	51	186	67	111	792	234	780	1300	1668	880	815	1728	1658	803	851	854	936	878	1379	1259	2531	451	3897	2771	3080
CEG35262	hypothetical_protein	619	776	771	649	757	834	11	11	2	1	0	3	2	0	5	3	2	9	0	1	0	0	0	1	1	0	0	33	8	21	80	73	60	27	94	70	39	34	40	46	48	83	367	787	55	1042	774	852
CEG35263	ubiquitin_carboxyl-terminal_hydrolase_48-like_isoform_x1	2087	1712	1769	1760	1989	1737	84	83	175	64	201	136	83	52	78	47	14	43	29	100	30	18	39	68	229	86	135	864	251	965	1347	1535	1018	878	1980	1851	899	736	828	502	686	1025	586	702	481	716	637	763
CEG35264	hypothetical_protein	566	723	836	595	700	701	0	5	0	9	22	11	6	2	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	2	2	6	5	3	4	1	0	2	7	5	45	114	6	86	95	116
CEG35265	hypothetical_protein	194	246	286	265	333	376	0	0	0	0	4	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	5	4	1	3	5	0	2	6	8	0	7	12	26	57	1	52	51	43
CEG35266	hypothetical_protein	1289	1007	1551	1625	2000	1580	8	16	4	4	27	29	11	3	7	10	5	9	6	8	8	4	0	3	11	10	12	112	37	131	214	261	190	161	390	381	250	284	391	642	438	1061	12230	10395	1791	10095	9254	5309
CEG35267	ran-binding_protein	1197	1001	1467	1640	1728	1395	29	51	50	13	45	24	32	10	6	21	12	19	7	32	15	18	23	56	128	67	107	590	135	592	732	941	491	595	929	1187	829	795	885	869	732	1228	2169	3344	740	3385	2845	3417
CEG35268	hypothetical_protein	0	0	0	5	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	8	1	3	2	3	0	0	4	0	1	4	8	2	7	14	6
CEG35269	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	4	0	0	0	0	0	0	0	0	0	1
CEG35270	sugar_phosphate	170	118	171	138	252	175	0	3	3	2	4	10	0	3	1	2	0	0	0	6	2	0	0	0	3	1	1	37	5	35	94	50	27	44	41	75	58	46	46	30	33	112	79	103	29	128	100	113
CEG35271	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35272	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	1	2	0	2	1	2	2	0	1	7	0	0	5
CEG35273	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35274	hypothetical_protein,_variant_5	579	647	852	640	881	967	28	21	44	21	75	59	18	22	37	27	9	22	57	49	24	38	50	67	194	82	204	1308	369	1347	1902	2411	1277	1241	2565	2321	1397	1216	1467	1392	1167	2105	1565	2031	1193	2053	2422	2299
CEG35275	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEG35276	atp-binding_cassette_superfamily	278	119	159	171	172	153	71	158	281	12	34	23	33	29	17	38	4	19	65	173	65	4	35	27	66	44	51	223	69	271	374	436	190	214	362	452	676	593	673	4438	1610	2306	16975	9469	4972	3374	3964	2340
CEG35277	hypothetical_protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	2	0	0	0	1	1	0	2	0	0	2	0	0	0	3	3	0
CEG35278	hypothetical_protein	78	58	55	130	124	99	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	2	0	2
CEG35279	hypothetical_protein	1800	1753	2805	1823	2579	2967	16	29	80	14	23	14	7	14	6	9	1	6	22	38	3	12	11	31	59	50	79	450	123	530	711	840	453	422	996	932	647	503	618	446	472	717	2014	3061	504	4161	3069	2920
CEG35280	Protein_required_for_meiotic_chromosome_segregation	1742	1397	2550	3267	4541	4148	18	32	46	4	2	10	0	5	5	2	1	2	6	10	0	10	3	10	10	5	8	106	20	109	143	196	101	83	184	191	134	106	185	163	122	238	554	636	199	857	843	572
CEG35281	nucleolar_gtp-binding_protein_1	118	139	171	259	386	412	18	27	56	11	49	47	20	14	58	17	5	55	49	69	48	42	61	79	175	131	164	1036	111	900	601	642	463	193	269	247	186	42	65	274	218	232	156	110	797	74	149	461
CEG35282	hypothetical_protein	716	811	1056	794	1080	1205	49	126	205	41	60	52	30	32	42	20	15	40	34	75	20	29	30	66	130	78	131	570	146	582	888	1050	543	595	1072	1022	653	551	758	826	712	1050	1232	1831	607	1910	1943	1814
CEG35283	HEAT_and_armadillo_repeat-containing_protein	1079	1123	1672	1185	1600	1909	3	4	6	0	2	0	5	1	2	8	0	1	11	40	9	7	3	13	86	26	77	530	189	703	995	1132	617	555	1148	1186	742	602	815	471	528	816	1713	3214	534	3747	3312	3443
CEG35284	Acinus_(induces_apoptotic_chromatin_condensation)	983	697	753	989	945	710	49	34	58	45	180	85	104	84	90	72	59	89	102	261	45	64	92	80	323	186	305	1889	485	1590	2237	2929	1631	1449	2334	2481	1514	1178	1273	1230	1455	2255	890	775	988	622	539	763
CEG35285	Armadillo-type_fold	74	77	102	127	249	248	0	0	0	0	0	0	1	1	0	6	0	0	6	3	0	0	6	6	25	15	21	109	26	100	163	194	106	69	137	153	106	102	105	108	74	116	45	197	88	270	217	275
CEG35286	hypothetical_protein	0	2	1	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	1	8	0	6	0	1	15	3	0	0	4	2	3	0	2	4	3
CEG35287	hypothetical_protein	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
